ID,Ref.,Cit.,Alloy,Dmax,Fe,Co,B,Si,Nb,Ni,Y,Zr,Cr,Mo,P,C,Hf,Al,Dy,Er,Mn,Ti,V,Cu,Sn,W,Ta
405,[59],"[59] J. Zhou, Q. Wang, X. Hui, Q. Zeng, Y. Xiong, K. Yin, B. Sun, L. Sun, M. Stoica, W. Wang, B. Shen, A novel FeNi-based bulk metallic glass with high notch toughness over 70 MPa m1/2 combined with excellent soft magnetic properties, Mater. Des. 191 (2020) 108597. https://doi.org/10.1016/j.matdes.2020.108597.",Fe39Ni39B11.45Si2.75Nb2.3P5.5,2,0.39,0,0.1145,0.0275,0.023,0.39,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0
406,[59],"[59] J. Zhou, Q. Wang, X. Hui, Q. Zeng, Y. Xiong, K. Yin, B. Sun, L. Sun, M. Stoica, W. Wang, B. Shen, A novel FeNi-based bulk metallic glass with high notch toughness over 70 MPa m1/2 combined with excellent soft magnetic properties, Mater. Des. 191 (2020) 108597. https://doi.org/10.1016/j.matdes.2020.108597.",Fe39Ni39B10.07Si2.75Nb2.3P6.88,1.5,0.39,0,0.1007,0.0275,0.023,0.39,0,0,0,0,0.0688,0,0,0,0,0,0,0,0,0,0,0,0
407,[59],"[59] J. Zhou, Q. Wang, X. Hui, Q. Zeng, Y. Xiong, K. Yin, B. Sun, L. Sun, M. Stoica, W. Wang, B. Shen, A novel FeNi-based bulk metallic glass with high notch toughness over 70 MPa m1/2 combined with excellent soft magnetic properties, Mater. Des. 191 (2020) 108597. https://doi.org/10.1016/j.matdes.2020.108597.",Fe39Ni39B8.7Si2.75Nb2.3P8.25,1,0.39,0,0.087,0.0275,0.023,0.39,0,0,0,0,0.0825,0,0,0,0,0,0,0,0,0,0,0,0
408,[60],"[60] X. Li, H. Kato, K. Yubuta, A. Makino, A. Inoue, Effect of Cu on nanocrystallization and plastic properties of FeSiBPCu bulk metallic glasses, Mater. Sci. Eng. A. 527 (2010) 2598–2602. https://doi.org/10.1016/j.msea.2009.12.026.",(Fe0.76Si0.096B0.084P0.06)99.7Cu0.3,2,0.75772,0,0.08375,0.09571,0,0,0,0,0,0,0.05982,0,0,0,0,0,0,0,0,0.003,0,0,0
409,[60],"[60] X. Li, H. Kato, K. Yubuta, A. Makino, A. Inoue, Effect of Cu on nanocrystallization and plastic properties of FeSiBPCu bulk metallic glasses, Mater. Sci. Eng. A. 527 (2010) 2598–2602. https://doi.org/10.1016/j.msea.2009.12.026.",(Fe0.76Si0.096B0.084P0.06)99.5Cu0.5,1.5,0.7562,0,0.08358,0.09552,0,0,0,0,0,0,0.0597,0,0,0,0,0,0,0,0,0.005,0,0,0
410,[60],"[60] X. Li, H. Kato, K. Yubuta, A. Makino, A. Inoue, Effect of Cu on nanocrystallization and plastic properties of FeSiBPCu bulk metallic glasses, Mater. Sci. Eng. A. 527 (2010) 2598–2602. https://doi.org/10.1016/j.msea.2009.12.026.",(Fe0.76Si0.096B0.084P0.06)99.4Cu0.6,1.5,0.75544,0,0.0835,0.09542,0,0,0,0,0,0,0.05964,0,0,0,0,0,0,0,0,0.006,0,0,0
411,[61],"[61] V. Ponnambalam, S.J. Poon, G.J. Shiflet, Fe–Mn–Cr–Mo–(Y,Ln)–C–B (Ln = Lanthanides) bulk metallic glasses as formable amorphous steel alloys, J. Mater. Res. 19 (2004) 3046–3052. https://doi.org/10.1557/JMR.2004.0374.",Fe53Mn10Cr4Mo12C15B6,3,0.53,0,0.06,0,0,0,0,0,0.04,0.12,0,0.15,0,0,0,0,0,0.1,0,0,0,0,0
412,[61],"[61] V. Ponnambalam, S.J. Poon, G.J. Shiflet, Fe–Mn–Cr–Mo–(Y,Ln)–C–B (Ln = Lanthanides) bulk metallic glasses as formable amorphous steel alloys, J. Mater. Res. 19 (2004) 3046–3052. https://doi.org/10.1557/JMR.2004.0374.",Fe50Mn10Cr4Mo14Y1C15B6,5,0.5,0,0.06,0,0,0,0.01,0,0.04,0.14,0,0.15,0,0,0,0,0,0.1,0,0,0,0,0
413,[61],"[61] V. Ponnambalam, S.J. Poon, G.J. Shiflet, Fe–Mn–Cr–Mo–(Y,Ln)–C–B (Ln = Lanthanides) bulk metallic glasses as formable amorphous steel alloys, J. Mater. Res. 19 (2004) 3046–3052. https://doi.org/10.1557/JMR.2004.0374.",Fe51Mn10Cr4Mo12Y2C15B6,6.5,0.51,0,0.06,0,0,0,0.02,0,0.04,0.12,0,0.15,0,0,0,0,0,0.1,0,0,0,0,0
414,[61],"[61] V. Ponnambalam, S.J. Poon, G.J. Shiflet, Fe–Mn–Cr–Mo–(Y,Ln)–C–B (Ln = Lanthanides) bulk metallic glasses as formable amorphous steel alloys, J. Mater. Res. 19 (2004) 3046–3052. https://doi.org/10.1557/JMR.2004.0374.",Fe52Mn10Cr4Mo12Er1C15B6,5,0.52,0,0.06,0,0,0,0,0,0.04,0.12,0,0.15,0,0,0,0.01,0,0.1,0,0,0,0,0
415,[61],"[61] V. Ponnambalam, S.J. Poon, G.J. Shiflet, Fe–Mn–Cr–Mo–(Y,Ln)–C–B (Ln = Lanthanides) bulk metallic glasses as formable amorphous steel alloys, J. Mater. Res. 19 (2004) 3046–3052. https://doi.org/10.1557/JMR.2004.0374.",Fe51Mn10Cr4Mo12Er2C15B6,7,0.51,0,0.06,0,0,0,0,0,0.04,0.12,0,0.15,0,0,0,0.02,0,0.1,0,0,0,0,0
416,[61],"[61] V. Ponnambalam, S.J. Poon, G.J. Shiflet, Fe–Mn–Cr–Mo–(Y,Ln)–C–B (Ln = Lanthanides) bulk metallic glasses as formable amorphous steel alloys, J. Mater. Res. 19 (2004) 3046–3052. https://doi.org/10.1557/JMR.2004.0374.",Fe49Mn10Cr4Mo14Er2C15B6,5,0.49,0,0.06,0,0,0,0,0,0.04,0.14,0,0.15,0,0,0,0.02,0,0.1,0,0,0,0,0
417,[61],"[61] V. Ponnambalam, S.J. Poon, G.J. Shiflet, Fe–Mn–Cr–Mo–(Y,Ln)–C–B (Ln = Lanthanides) bulk metallic glasses as formable amorphous steel alloys, J. Mater. Res. 19 (2004) 3046–3052. https://doi.org/10.1557/JMR.2004.0374.",Fe50Mn10Cr4Mo12Er3C15B6,6,0.5,0,0.06,0,0,0,0,0,0.04,0.12,0,0.15,0,0,0,0.03,0,0.1,0,0,0,0,0
418,[61],"[61] V. Ponnambalam, S.J. Poon, G.J. Shiflet, Fe–Mn–Cr–Mo–(Y,Ln)–C–B (Ln = Lanthanides) bulk metallic glasses as formable amorphous steel alloys, J. Mater. Res. 19 (2004) 3046–3052. https://doi.org/10.1557/JMR.2004.0374.",Fe51Mn10Cr4Mo12Dy2C15B6,6.5,0.51,0,0.06,0,0,0,0,0,0.04,0.12,0,0.15,0,0,0.02,0,0,0.1,0,0,0,0,0
419,[62],"[62] Y.H. Zhao, C.Y. Luo, X.K. Xi, D.Q. Zhao, M.X. Pan, W.H. Wang, Synthesis and elastic properties of amorphous steels with high Fe content, Intermetallics. 14 (2006) 1107–1111. https://doi.org/10.1016/j.intermet.2006.01.047.",Fe60Cr10Mo9C10B6Er2Ni3,8,0.6,0,0.06,0,0,0.03,0,0,0.1,0.09,0,0.1,0,0,0,0.02,0,0,0,0,0,0,0
420,[62],"[62] Y.H. Zhao, C.Y. Luo, X.K. Xi, D.Q. Zhao, M.X. Pan, W.H. Wang, Synthesis and elastic properties of amorphous steels with high Fe content, Intermetallics. 14 (2006) 1107–1111. https://doi.org/10.1016/j.intermet.2006.01.047.",Fe60Cr10Mo9C13B6Er2,8,0.6,0,0.06,0,0,0,0,0,0.1,0.09,0,0.13,0,0,0,0.02,0,0,0,0,0,0,0
421,[62],"[62] Y.H. Zhao, C.Y. Luo, X.K. Xi, D.Q. Zhao, M.X. Pan, W.H. Wang, Synthesis and elastic properties of amorphous steels with high Fe content, Intermetallics. 14 (2006) 1107–1111. https://doi.org/10.1016/j.intermet.2006.01.047.",Fe64Cr10Mo9C15Er2,5,0.64,0,0,0,0,0,0,0,0.1,0.09,0,0.15,0,0,0,0.02,0,0,0,0,0,0,0
422,[62],"[62] Y.H. Zhao, C.Y. Luo, X.K. Xi, D.Q. Zhao, M.X. Pan, W.H. Wang, Synthesis and elastic properties of amorphous steels with high Fe content, Intermetallics. 14 (2006) 1107–1111. https://doi.org/10.1016/j.intermet.2006.01.047.",Fe65Cr9Mo8C10B6Er2,5,0.65,0,0.06,0,0,0,0,0,0.09,0.08,0,0.1,0,0,0,0.02,0,0,0,0,0,0,0
423,[62],"[62] Y.H. Zhao, C.Y. Luo, X.K. Xi, D.Q. Zhao, M.X. Pan, W.H. Wang, Synthesis and elastic properties of amorphous steels with high Fe content, Intermetallics. 14 (2006) 1107–1111. https://doi.org/10.1016/j.intermet.2006.01.047.",(Fe60Cr10Mo9C13B6Er2)98Al2,8,0.588,0,0.0588,0,0,0,0,0,0.098,0.0882,0,0.1274,0,0.02,0,0.0196,0,0,0,0,0,0,0
424,[62],"[62] Y.H. Zhao, C.Y. Luo, X.K. Xi, D.Q. Zhao, M.X. Pan, W.H. Wang, Synthesis and elastic properties of amorphous steels with high Fe content, Intermetallics. 14 (2006) 1107–1111. https://doi.org/10.1016/j.intermet.2006.01.047.",(Fe60Cr10Mo9C13B6Er2)98Ni2,8,0.588,0,0.0588,0,0,0.02,0,0,0.098,0.0882,0,0.1274,0,0,0,0.0196,0,0,0,0,0,0,0
425,[62],"[62] Y.H. Zhao, C.Y. Luo, X.K. Xi, D.Q. Zhao, M.X. Pan, W.H. Wang, Synthesis and elastic properties of amorphous steels with high Fe content, Intermetallics. 14 (2006) 1107–1111. https://doi.org/10.1016/j.intermet.2006.01.047.",(Fe60Cr10Mo9C13B6Er2)98Nb2,5,0.588,0,0.0588,0,0.02,0,0,0,0.098,0.0882,0,0.1274,0,0,0,0.0196,0,0,0,0,0,0,0
426,[63],"[63] X.M. Huang, C.T. Chang, Z.Y. Chang, A. Inoue, J.Z. Jiang, Glass forming ability, mechanical and magnetic properties in Fe–W–Y–B alloys, Mater.Sci. Eng. A. 527 (2010) 1952–1956. https://doi.org/10.1016/j.msea.2009.11.042.",Fe71W1Y6B22,3,0.71,0,0.22,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
427,[63],"[63] X.M. Huang, C.T. Chang, Z.Y. Chang, A. Inoue, J.Z. Jiang, Glass forming ability, mechanical and magnetic properties in Fe–W–Y–B alloys, Mater.Sci. Eng. A. 527 (2010) 1952–1956. https://doi.org/10.1016/j.msea.2009.11.042.",Fe70W2Y6B22,3,0.7,0,0.22,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0
428,[63],"[63] X.M. Huang, C.T. Chang, Z.Y. Chang, A. Inoue, J.Z. Jiang, Glass forming ability, mechanical and magnetic properties in Fe–W–Y–B alloys, Mater.Sci. Eng. A. 527 (2010) 1952–1956. https://doi.org/10.1016/j.msea.2009.11.042.",Fe69W3Y6B22,4,0.69,0,0.22,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0
429,[63],"[63] X.M. Huang, C.T. Chang, Z.Y. Chang, A. Inoue, J.Z. Jiang, Glass forming ability, mechanical and magnetic properties in Fe–W–Y–B alloys, Mater.Sci. Eng. A. 527 (2010) 1952–1956. https://doi.org/10.1016/j.msea.2009.11.042.",Fe68W4Y6B22,4,0.68,0,0.22,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0
430,[63],"[63] X.M. Huang, C.T. Chang, Z.Y. Chang, A. Inoue, J.Z. Jiang, Glass forming ability, mechanical and magnetic properties in Fe–W–Y–B alloys, Mater.Sci. Eng. A. 527 (2010) 1952–1956. https://doi.org/10.1016/j.msea.2009.11.042.",Fe67W5Y6B22,3,0.67,0,0.22,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0
431,[63],"[63] X.M. Huang, C.T. Chang, Z.Y. Chang, A. Inoue, J.Z. Jiang, Glass forming ability, mechanical and magnetic properties in Fe–W–Y–B alloys, Mater.Sci. Eng. A. 527 (2010) 1952–1956. https://doi.org/10.1016/j.msea.2009.11.042.",Fe66W6Y6B22,2,0.66,0,0.22,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0
432,[64],"[64] Z. Long, Y. Shao, F. Xu, H. Wei, Z. Zhang, P. Zhang, X. Su, Y effects on magnetic and mechanical properties of Fe-based Fe–Nb–Hf–Y–B bulk glassy alloys with high glass-forming ability, Mater. Sci. Eng. B. 164 (2009) 1–5. https://doi.org/10.1016/j.mseb.2009.04.010.",Fe73Nb4Hf3B20,2,0.73,0,0.2,0,0.04,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0
433,[64],"[64] Z. Long, Y. Shao, F. Xu, H. Wei, Z. Zhang, P. Zhang, X. Su, Y effects on magnetic and mechanical properties of Fe-based Fe–Nb–Hf–Y–B bulk glassy alloys with high glass-forming ability, Mater. Sci. Eng. B. 164 (2009) 1–5. https://doi.org/10.1016/j.mseb.2009.04.010.",Fe72Nb4Hf3Y1B20,3,0.72,0,0.2,0,0.04,0,0.01,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0
434,[64],"[64] Z. Long, Y. Shao, F. Xu, H. Wei, Z. Zhang, P. Zhang, X. Su, Y effects on magnetic and mechanical properties of Fe-based Fe–Nb–Hf–Y–B bulk glassy alloys with high glass-forming ability, Mater. Sci. Eng. B. 164 (2009) 1–5. https://doi.org/10.1016/j.mseb.2009.04.010.",Fe71Nb4Hf3Y2B20,4,0.71,0,0.2,0,0.04,0,0.02,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0
435,[64],"[64] Z. Long, Y. Shao, F. Xu, H. Wei, Z. Zhang, P. Zhang, X. Su, Y effects on magnetic and mechanical properties of Fe-based Fe–Nb–Hf–Y–B bulk glassy alloys with high glass-forming ability, Mater. Sci. Eng. B. 164 (2009) 1–5. https://doi.org/10.1016/j.mseb.2009.04.010.",Fe70Nb4Hf3Y3B20,3.5,0.7,0,0.2,0,0.04,0,0.03,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0
436,[65],"[65] A. Inoue, F.L. Kong, Q.K. Man, B.L. Shen, R.W. Li, F. Al-Marzouki, Development and applications of Fe- and Co-based bulk glassy alloys and their prospects, J. Alloys Compd. 615 (2014) S2–S8. https://doi.org/10.1016/j.jallcom.2013.11.122.",(Fe0.7Co0.3)71Nb4Hf3Y2B20,6,0.497,0.213,0.2,0,0.04,0,0.02,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0
437,[65],"[65] A. Inoue, F.L. Kong, Q.K. Man, B.L. Shen, R.W. Li, F. Al-Marzouki, Development and applications of Fe- and Co-based bulk glassy alloys and their prospects, J. Alloys Compd. 615 (2014) S2–S8. https://doi.org/10.1016/j.jallcom.2013.11.122.",(Fe0.6Co0.4)71Nb4Hf1Y4B20,7,0.426,0.284,0.2,0,0.04,0,0.04,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0
438,[66],"[66] G. Zhao, C. Wu, S. Tao, M. Yan, Thermal, magnetic and mechanical properties of (Fe 1?x Co x ) 68 Dy 6 B 22 Nb 4 bulk metallic glasses, J. Non-Cryst. Solids. 425 (2015) 110–113. https://doi.org/10.1016/j.jnoncrysol.2015.05.041.",Fe68Dy6B22Nb4,3,0.68,0,0.22,0,0.04,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0
439,[66],"[66] G. Zhao, C. Wu, S. Tao, M. Yan, Thermal, magnetic and mechanical properties of (Fe 1?x Co x ) 68 Dy 6 B 22 Nb 4 bulk metallic glasses, J. Non-Cryst. Solids. 425 (2015) 110–113. https://doi.org/10.1016/j.jnoncrysol.2015.05.041.",(Fe0.9Co0.1)68Dy6B22Nb4,4,0.612,0.068,0.22,0,0.04,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0
440,[66],"[66] G. Zhao, C. Wu, S. Tao, M. Yan, Thermal, magnetic and mechanical properties of (Fe 1?x Co x ) 68 Dy 6 B 22 Nb 4 bulk metallic glasses, J. Non-Cryst. Solids. 425 (2015) 110–113. https://doi.org/10.1016/j.jnoncrysol.2015.05.041.",(Fe0.8Co0.2)68Dy6B22Nb4,4,0.544,0.136,0.22,0,0.04,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0
441,[66],"[66] G. Zhao, C. Wu, S. Tao, M. Yan, Thermal, magnetic and mechanical properties of (Fe 1?x Co x ) 68 Dy 6 B 22 Nb 4 bulk metallic glasses, J. Non-Cryst. Solids. 425 (2015) 110–113. https://doi.org/10.1016/j.jnoncrysol.2015.05.041.",(Fe0.7Co0.3)68Dy6B22Nb4,3,0.476,0.204,0.22,0,0.04,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0
442,[66],"[66] G. Zhao, C. Wu, S. Tao, M. Yan, Thermal, magnetic and mechanical properties of (Fe 1?x Co x ) 68 Dy 6 B 22 Nb 4 bulk metallic glasses, J. Non-Cryst. Solids. 425 (2015) 110–113. https://doi.org/10.1016/j.jnoncrysol.2015.05.041.",(Fe0.6Co0.4)68Dy6B22Nb4,2,0.408,0.272,0.22,0,0.04,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0
443,[66],"[66] G. Zhao, C. Wu, S. Tao, M. Yan, Thermal, magnetic and mechanical properties of (Fe 1?x Co x ) 68 Dy 6 B 22 Nb 4 bulk metallic glasses, J. Non-Cryst. Solids. 425 (2015) 110–113. https://doi.org/10.1016/j.jnoncrysol.2015.05.041.",(Fe0.5Co0.5)68Dy6B22Nb4,1,0.34,0.34,0.22,0,0.04,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0
444,[66],"[66] G. Zhao, C. Wu, S. Tao, M. Yan, Thermal, magnetic and mechanical properties of (Fe 1?x Co x ) 68 Dy 6 B 22 Nb 4 bulk metallic glasses, J. Non-Cryst. Solids. 425 (2015) 110–113. https://doi.org/10.1016/j.jnoncrysol.2015.05.041.",[(Fe0.8Co0.2)72Mo4B24]94Dy6,3,0.54144,0.13536,0.2256,0,0,0,0,0,0,0.0376,0,0,0,0,0.06,0,0,0,0,0,0,0,0
445,[67],"[67] S. Tao, T. Ma, H. Jian, Z. Ahmad, H. Tong, M. Yan, Glass forming ability, magnetic and mechanical properties of (Fe72Mo4B24)100?xDyx (x=4–7) bulk metallic glasses, Mater. Sci. Eng. A. 528 (2010) 161–164. https://doi.org/10.1016/j.msea.2010.08.092.",(Fe72Mo4B24)96Dy4,1.5,0.6912,0,0.2304,0,0,0,0,0,0,0.0384,0,0,0,0,0.04,0,0,0,0,0,0,0,0
446,[67],"[67] S. Tao, T. Ma, H. Jian, Z. Ahmad, H. Tong, M. Yan, Glass forming ability, magnetic and mechanical properties of (Fe72Mo4B24)100?xDyx (x=4–7) bulk metallic glasses, Mater. Sci. Eng. A. 528 (2010) 161–164. https://doi.org/10.1016/j.msea.2010.08.092.",(Fe72Mo4B24)95Dy5,2,0.684,0,0.228,0,0,0,0,0,0,0.038,0,0,0,0,0.05,0,0,0,0,0,0,0,0
447,[67],"[67] S. Tao, T. Ma, H. Jian, Z. Ahmad, H. Tong, M. Yan, Glass forming ability, magnetic and mechanical properties of (Fe72Mo4B24)100?xDyx (x=4–7) bulk metallic glasses, Mater. Sci. Eng. A. 528 (2010) 161–164. https://doi.org/10.1016/j.msea.2010.08.092.",(Fe72Mo4B24)94Dy6,3,0.6768,0,0.2256,0,0,0,0,0,0,0.0376,0,0,0,0,0.06,0,0,0,0,0,0,0,0
448,[67],"[67] S. Tao, T. Ma, H. Jian, Z. Ahmad, H. Tong, M. Yan, Glass forming ability, magnetic and mechanical properties of (Fe72Mo4B24)100?xDyx (x=4–7) bulk metallic glasses, Mater. Sci. Eng. A. 528 (2010) 161–164. https://doi.org/10.1016/j.msea.2010.08.092.",(Fe72Mo4B24)93Dy7,2,0.6696,0,0.2232,0,0,0,0,0,0,0.0372,0,0,0,0,0.07,0,0,0,0,0,0,0,0
449,[6],"[6] M. Iqbal, J.I. Akhter, H.F. Zhang, Z.Q. Hu, Synthesis and characterization of bulk amorphous steels, J. Non-Cryst. Solids. 354 (2008) 3284–3290. https://doi.org/10.1016/j.jnoncrysol.2008.02.009.",Fe50Cr14Mo14C14B6Y2,4,0.5,0,0.06,0,0,0,0.02,0,0.14,0.14,0,0.14,0,0,0,0,0,0,0,0,0,0,0
450,[68],"[68] F. Chen, C. Tsin, S. Zhou, Preparation, formation mechanism, and crystallization of Fe74Al4Sn2(PSiBC)20 bulk amorphous alloys, Mater. Sci. Eng.A. 373 (2004) 158–166. https://doi.org/10.1016/j.msea.2004.01.046.",Fe74Al4Sn2P11C4B4Si1,2,0.74,0,0.04,0.01,0,0,0,0,0,0,0.11,0.04,0,0.04,0,0,0,0,0,0,0.02,0,0
451,[68],"[68] F. Chen, C. Tsin, S. Zhou, Preparation, formation mechanism, and crystallization of Fe74Al4Sn2(PSiBC)20 bulk amorphous alloys, Mater. Sci. Eng.A. 373 (2004) 158–166. https://doi.org/10.1016/j.msea.2004.01.046.",Fe74Al4Sn2P10Si4B4C2,2,0.74,0,0.04,0.04,0,0,0,0,0,0,0.1,0.02,0,0.04,0,0,0,0,0,0,0.02,0,0
452,[69],"[69] S.F. Guo, K.C. Chan, S.H. Xie, P. Yu, Y.J. Huang, H.J. Zhang, Novel centimeter-sized Fe-based bulk metallic glass with high corrosion resistance in simulated acid rain and seawater, J. Non-Cryst. Solids. 369 (2013) 29–33. https://doi.org/10.1016/j.jnoncrysol.2013.02.026.",Fe43Co4.5Cr16.5Mo16.5C14B4Y1.5,10,0.43,0.045,0.04,0,0,0,0.015,0,0.165,0.165,0,0.14,0,0,0,0,0,0,0,0,0,0,0
453,[1],"[1] Z.-Z. Yuan, S.-L. Bao, Y. Lu, D.-P. Zhang, L. Yao, A new criterion for evaluating the glass-forming ability of bulk glass forming alloys, J. Alloys . Compd. 459 (2008) 251–260. https://doi.org/10.1016/j.jallcom.2007.05.037.",Co43B31.5Fe20Ta5.5,2,0.2,0.43,0.315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055
454,[70],"[70] M.K. Tripathi, S. Ganguly, P. Dey, P.P. Chattopadhyay, Evolution of glass forming ability indicator by genetic programming, Comput. Mater. Sci. 118 (2016) 56–65, https://doi.org/10.1016/j.commatsci.2016.02.037.",Fe36Co36B19.2Si4.8Nb4,2,0.36,0.36,0.192,0.048,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,[70],"[70] M.K. Tripathi, S. Ganguly, P. Dey, P.P. Chattopadhyay, Evolution of glass forming ability indicator by genetic programming, Comput. Mater. Sci. 118 (2016) 56–65, https://doi.org/10.1016/j.commatsci.2016.02.037.",Fe40Ni35P10C10B5,1.5,0.4,0,0.05,0,0,0.35,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
456,[72],"[72] J. Torrens-Serra, P. Bruna, M. Stoica, J. Eckert, Glass-forming ability and
microstructural evolution of [(Fe0.6Co0.4)0.75Si0.05B0.20]96-xNb4Mx metallic glasses
studied by M¨ossbauer spectroscopy, J. Alloy. Compd. 704 (2017) 748–759,
https://doi.org/10.1016/j.jallcom.2017.02.098.",Fe48Cr15C15Mo14Er2B6,8,0.48,0,0.06,0,0,0,0,0,0.15,0.14,0,0.15,0,0,0,0.02,0,0,0,0,0,0,0
457,[70],"[70] M.K. Tripathi, S. Ganguly, P. Dey, P.P. Chattopadhyay, Evolution of glass forming ability indicator by genetic programming, Comput. Mater. Sci. 118 (2016) 56–65, https://doi.org/10.1016/j.commatsci.2016.02.037.",Fe56.8B24Co14.2Nb5,2,0.568,0.142,0.24,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,[72],"[72] J. Torrens-Serra, P. Bruna, M. Stoica, J. Eckert, Glass-forming ability and
microstructural evolution of [(Fe0.6Co0.4)0.75Si0.05B0.20]96-xNb4Mx metallic glasses
studied by M¨ossbauer spectroscopy, J. Alloy. Compd. 704 (2017) 748–759,
https://doi.org/10.1016/j.jallcom.2017.02.098.",[(Fe60Co40)72B24Mo4]94Dy6,2,0.40608,0.27072,0.2256,0,0,0,0,0,0,0.0376,0,0,0,0,0.06,0,0,0,0,0,0,0,0
459,[72],"[72] J. Torrens-Serra, P. Bruna, M. Stoica, J. Eckert, Glass-forming ability and
microstructural evolution of [(Fe0.6Co0.4)0.75Si0.05B0.20]96-xNb4Mx metallic glasses
studied by M¨ossbauer spectroscopy, J. Alloy. Compd. 704 (2017) 748–759,
https://doi.org/10.1016/j.jallcom.2017.02.098.",[(Fe60Co40)75B20Si5]95Nb4Mo1,2,0.4275,0.285,0.19,0.0475,0.04,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
460,[72],"[72] J. Torrens-Serra, P. Bruna, M. Stoica, J. Eckert, Glass-forming ability and
microstructural evolution of [(Fe0.6Co0.4)0.75Si0.05B0.20]96-xNb4Mx metallic glasses
studied by M¨ossbauer spectroscopy, J. Alloy. Compd. 704 (2017) 748–759,
https://doi.org/10.1016/j.jallcom.2017.02.098.",[(Fe60Co40)75B20Si5]95Nb4Zr1,2,0.4275,0.285,0.19,0.0475,0.04,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,[1],"[1] Z.-Z. Yuan, S.-L. Bao, Y. Lu, D.-P. Zhang, L. Yao, A new criterion for evaluating the glass-forming ability of bulk glass forming alloys, J. Alloys . Compd. 459 (2008) 251–260. https://doi.org/10.1016/j.jallcom.2007.05.037.",Fe63C15Mo14B6Er2,3,0.63,0,0.06,0,0,0,0.02,0,0,0.14,0,0.15,0,0,0,0,0,0,0,0,0,0,0
462,[73],"[73] Y. Geng, Y. Wang, Z. Wang, J. Qiang, H. Wang, C. Dong, O. Tegus, Formation and
structure-property correlation of new bulk Fe–B–Si–Hf metallic glasses, Mater. Des.
106 (2016) 69–73, https://doi.org/10.1016/j.matdes.2016.05.102.",Fe70.83B16.67Si8.33Hf4.17,1.5,0.7083,0,0.1667,0.0833,0,0,0,0,0,0,0,0,0.0417,0,0,0,0,0,0,0,0,0,0
463,[70],"[70] M.K. Tripathi, S. Ganguly, P. Dey, P.P. Chattopadhyay, Evolution of glass forming ability indicator by genetic programming, Comput. Mater. Sci. 118 (2016) 56–65, https://doi.org/10.1016/j.commatsci.2016.02.037.",Fe71P12C10Mo2Nb3B2,1,0.71,0,0.02,0,0.03,0,0,0,0,0.02,0.12,0.1,0,0,0,0,0,0,0,0,0,0,0
464,[73],"[73] Y. Geng, Y. Wang, Z. Wang, J. Qiang, H. Wang, C. Dong, O. Tegus, Formation and
structure-property correlation of new bulk Fe–B–Si–Hf metallic glasses, Mater. Des.
106 (2016) 69–73, https://doi.org/10.1016/j.matdes.2016.05.102.",Fe71.67B16.67Si8.33Zr3.33,2.5,0.7167,0,0.1667,0.0833,0,0,0,0.0333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,[71],"[71] Z. Long, W. Liu, M. Zhong, Y. Zhang, M. Zhao, G. Liao, Z. Chen, A new correlation between the characteristics temperature and glass-forming ability for bulk metallic glasses, J. Therm. Anal. Calorim. 132 (3) (2018) 1645–1660, https://doi.org/ 10.1007/s10973-018-7050-0.",(Fe72B24Mo4)95Dy5,2,0.684,0,0.228,0,0,0,0.038,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0
